BTC TOP 10000 Holders Snapshot (10th August);ETH TOP 10000 Holders Snapshot (10th August);BNB TOP 10000 Holders Snapshot (10th August);Kaspa Dead wallets (Last 21 characters of biggest BTC+ETH+BNB Addresses merged + lowercase);Reiceived amout
12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me;0xa463597d49f54fe6a811fb894cbd67c7f92852b0;0xeb2d2f1b8c558a40207669291fda468e50c8a0bb;kaspa:4ockxa1hb4itctsmxj2me1fb894cbd67c7f92852b0669291fda468e50c8a0bb;19.260.416,00
1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt;0x5a710a3cdf2af218740384c52a10852d8870626a;0x54a9c15a143dbff49539dff4e095ec8d09464a4a;kaspa:ny2hrwaqktvpklptukrtt384c52a10852d8870626a9dff4e095ec8d09464a4a;19.260.416,00
1CPaziTqeEixPoSFtJxu74uDGbpEAotZom;0x7f1502605a2f2cc01f9f4e7dd55e549954a8cd0c;0xc9c9b93f742a95f35eb4c77107ffd2d72de2f687;kaspa:osftjxu74udgbpeaotzomf4e7dd55e549954a8cd0c4c77107ffd2d72de2f687;19.260.416,00
1DzsfLRDfbmQM99xm59au2SrTY3YmciBSB;0xbed96d0840201011df1467379a5d311e0040073a;0x515b72ed8a97f42c568d6a143232775018f133c8;kaspa:99xm59au2srty3ymcibsb467379a5d311e0040073ad6a143232775018f133c8;19.260.416,00
1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTm;0x4eac9ce57af61a6fb1f61f0bf1d8586412be30bc;0xdccf3b77da55107280bd850ea519df3705d1a75a;kaspa:4bkhsiegxuzpnhey5uetm61f0bf1d8586412be30bcd850ea519df3705d1a75a;19.260.416,00
12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCt;0x76ae5632ae65d95dd704218920f7d8ac4daef9cc;0xa180fe01b906a1be37be6c534a3300785b20d947;kaspa:qrbmvtytsgwnzhd5ldgct4218920f7d8ac4daef9cce6c534a3300785b20d947;19.260.416,00
17uULjz9moeLyjXHoKNwDRgKzf8ahY3Jia;0x67f706db3bbd04a250eed049386c5d09c4ee31f0;0x374fe34db684ac3dcd8ee900cb3d8a4f770c6618;kaspa:jxhoknwdrgkzf8ahy3jiaed049386c5d09c4ee31f0ee900cb3d8a4f770c6618;19.260.416,00
18qNs1yBGGKR8RyErnEF5kegbNUgPfixhS;0xd9858d573a26bca124282afa21ca4f4a06eff98a;0x0b4c5d0eea0d3db80b1cb3e5c05ec9af4e513538;kaspa:ryernef5kegbnugpfixhs82afa21ca4f4a06eff98acb3e5c05ec9af4e513538;19.260.416,00
1MewpRkpcbFdqamPPYc1bXa9AJ189Succy;0x4fdd5eb2fb260149a3903859043e962ab89d8ed4;0x2361c096f3bbc8c30c471eb7ad8555d5f1750a98;kaspa:amppyc1bxa9aj189succy03859043e962ab89d8ed471eb7ad8555d5f1750a98;19.260.416,00
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5;0xd8d98ee915a5a4f52c40d97fcd8ffadea1ee8604;0xe2fc31f816a9b94326492132018c3aecc4a93ae1;kaspa:rar5fgwoyrzaevatssej50d97fcd8ffadea1ee860492132018c3aecc4a93ae1;19.260.416,00
1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJ;0x2d89034424db22c9c555f14692a181b22b17e42c;0x73f5ebe90f27b46ea12e5795d16c4b408b19cc6f;kaspa:ps4vopsdtqqck4nawdlwj5f14692a181b22b17e42ce5795d16c4b408b19cc6f;19.260.416,00
1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewi;0x40f50e8352d64af0ddda6ad6c94b5774884687c3;0xbd612a3f30dca67bf60a39fd0d35e39b7ab80774;kaspa:ddaetbvnfld86caxfaewia6ad6c94b5774884687c3a39fd0d35e39b7ab80774;19.260.416,00
1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kP;0x36b6751586614d647d8a3f495e82bdcf250914c8;0x4fdfe365436b5273a42f135c6a6244a20404271e;kaspa:g7ykdxezphl6oth1ic4kpa3f495e82bdcf250914c8f135c6a6244a20404271e;19.260.416,00
1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAK;0xe9a5a2acfa9bee149ed28fcbf12b60ff2ad97efb;0x3c783c21a0383057d128bae431894a5c19f9cf06;kaspa:u8d8ntxlmpyhezufyevak28fcbf12b60ff2ad97efb8bae431894a5c19f9cf06;19.260.416,00
1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Z;0xe93fc974908003faddf0bd972b05b6494368d3f5;0xea97df87e6c7f68c9f95a69da79e19b834823f25;kaspa:itlr4wahtwjn7damx7w1z0bd972b05b6494368d3f55a69da79e19b834823f25;19.260.416,00
1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPT;0x303c741bb15c9c4b1c72320f6df702b32da80519;0x0c501d43206b97fa4300f1b0962742b4f938f70e;kaspa:ovvif8ma8p4wrg98ahzpt2320f6df702b32da805190f1b0962742b4f938f70e;19.260.416,00
1CY7fykRLWXeSbKB885Kr4KjQxmDdvW923;0x6774bcbd5cecef1336b5300fb5186a12ddd8b367;0xb428523cdda53640a62e9f26c2d8613a9159b282;kaspa:bkb885kr4kjqxmddvw9235300fb5186a12ddd8b367e9f26c2d8613a9159b282;19.260.416,00
bc1qlap8hkt9genaljz5nt2zlehhudx63zlahr2zek;0x28140cb1ac771d4add91ee23788e50249c10263d;0xee5b5b923ffce93a870b3104b7ca09c3db80047a;kaspa:t2zlehhudx63zlahr2zek1ee23788e50249c10263db3104b7ca09c3db80047a;19.260.416,00
35WHp4Hid61peyH4tuhNunwRj2gtNB41Lo;0x85ce6d7989c8133c31c8fab6a2d2c48a9d9273a1;0x161ba15a5f335c9f06bb5bbb0a9ce14076fbb645;kaspa:yh4tuhnunwrj2gtnb41lo8fab6a2d2c48a9d9273a1b5bbb0a9ce14076fbb645;19.260.416,00
1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb;0xc56fefd1028b0534bfadcdb580d3519b5586246e;0x128463a60784c4d3f46c23af3f65ed859ba87974;kaspa:arrehcvfhd9gt3r46pflbdcdb580d3519b5586246ec23af3f65ed859ba87974;19.260.416,00
39DUz1NCkLu25GczWiAjjgZBu4mUjKbdNA;0xf196c023de1f19d6529133759f449c4b01ce0f51;0x0cd6388f6768a4edf88d0e42aa42c87a5a43ae4e;kaspa:gczwiajjgzbu4mujkbdna133759f449c4b01ce0f51d0e42aa42c87a5a43ae4e;19.260.416,00
bc1qd46j77pkp5vdxraf8tw5l6xs36dlygdx2rt9ly;0x86a6a0080b1a4c9390416cf73ffb02738d94f8d6;0xf983719ca77ded7e2cb7a6040b8b4c31db5cdcbf;kaspa:tw5l6xs36dlygdx2rt9ly16cf73ffb02738d94f8d67a6040b8b4c31db5cdcbf;19.260.416,00
bc1qzwhw94uldd3c8736lsxrda6t6x56030f8zk8nr;0x9030dcb01830eaa3d8ba285a824a05d8fb489ad0;0x1a5c85d8a2ae5fa124b2577e0ff0093d1d2686f0;kaspa:sxrda6t6x56030f8zk8nra285a824a05d8fb489ad02577e0ff0093d1d2686f0;19.260.416,00
1P9fAFAsSLRmMu2P7wZ5CXDPRfLSWTy9N8;0x0ef3794802b55bc4464114c3df550430b53a3506;0x3727cfcbd85390bb11b3ff421878123adb866be8;kaspa:u2p7wz5cxdprflswty9n8114c3df550430b53a35063ff421878123adb866be8;19.260.416,00
33eU1zeB2S4x3p4ccSsnAChXcGJgtMrMtZ;0x807cc0e799dcc651d94595e1f7f6e7373ef8f96a;0x6d624c20292e611d0e1d4dc48e8ca752b2bfeec6;kaspa:p4ccssnachxcgjgtmrmtz595e1f7f6e7373ef8f96ad4dc48e8ca752b2bfeec6;19.260.416,00
1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT;0xa580e49df5d054d69cf1b2ef4af847c6e6f64d30;0x1fbe2acee135d991592f167ac371f3dd893a508b;kaspa:v9ya7pzp3gb9gqfg6xyjt1b2ef4af847c6e6f64d30f167ac371f3dd893a508b;19.260.416,00
bc1qukqenm2t85dhdta9glqehllglxznsu4qyxn079;0x9b07c94f1d39d24b68da8ff7c78adb8b70238a75;0x72a53cdbbcc1b9efa39c834a540550e23463aacb;kaspa:lqehllglxznsu4qyxn079a8ff7c78adb8b70238a75c834a540550e23463aacb;19.260.416,00
bc1qffyax9rrxmqyq8xwjkzrrqwqjp3ppz5a4665f9;0x22a54a1eb8c573bbf845dd1ff64c8df05502c1b0;0xa9fd6d6f28e25c8d13dcb5d1ac6bfd9889e86f3d;kaspa:kzrrqwqjp3ppz5a4665f95dd1ff64c8df05502c1b0cb5d1ac6bfd9889e86f3d;19.260.416,00
bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa;0xda29accfb77995bef70bcf6478a73e9acb07732d;0xcdef28fe85ab08a6632c97fd90534666c1ae96a3;kaspa:m3xgn3mgg72w3kqv0s8qabcf6478a73e9acb07732dc97fd90534666c1ae96a3;19.260.416,00
167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg;0xf29c6705f188526e0029a92ee6bc21ebc750b675;0x1fb430ba0a417db3954e91b231d885355f1a8c0b;kaspa:a8cgjqnnqjdwdgy31vmhg9a92ee6bc21ebc750b675e91b231d885355f1a8c0b;19.260.416,00
39wVd42giU95ca39sEPkbPTpWygvsBDuA5;0x03d615c04be905790dbef2df0472a2e901ccd810;0x4ee4d7fa1e8e57d220761889df11a6342e1f1330;kaspa:a39sepkbptpwygvsbdua5ef2df0472a2e901ccd81061889df11a6342e1f1330;19.260.416,00
bc1qdhvtwg0eealy5d2spua2a89sq05ydvtgjy4uau;0x5d71f4d4f6048112a3b21433fbcfba5f1f39549f;0xc882b111a75c0c657fc507c04fbfcd2cc984f071;kaspa:ua2a89sq05ydvtgjy4uau21433fbcfba5f1f39549f507c04fbfcd2cc984f071;19.260.416,00
bc1q6m5m9ws2nshltsu0yvels35t9dxurzmevdl9dq;0x6fb8ebc19bc2a9fa4413ba6a0ca6fa99e974b461;0x29bdfbf7d27462a2d115748ace2bd71a2646946c;kaspa:vels35t9dxurzmevdl9dq3ba6a0ca6fa99e974b4615748ace2bd71a2646946c;19.260.416,00
3CybbwzZmteP8gSwk5c7r8jirMziPVGkqw;0x3727cfcbd85390bb11b3ff421878123adb866be8;0x01c952174c24e1210d26961d456a77a39e1f0bb0;kaspa:gswk5c7r8jirmzipvgkqw3ff421878123adb866be86961d456a77a39e1f0bb0;19.260.416,00
187zSqAYwMKJAxWdWQ4fmp5DyT6G2NPgD7;0xbddf00563c9abd25b576017f08c46982012f12be;0x6560ed767d6003d779f60bccd2d7b168cd4a1583;kaspa:xwdwq4fmp5dyt6g2npgd76017f08c46982012f12be60bccd2d7b168cd4a1583;19.260.416,00
bc1qn03qcn0yhchvgz23edekrn92yjkkszuhngkj5cel76yewsufzj6swejara;0x1bb762b16438f8b287626fd1042bc6f6848cc286;0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe;kaspa:cel76yewsufzj6swejara26fd1042bc6f6848cc2863c1aeb4ff6f0c46827fbe;19.260.416,00
1MwQyJLNerHPVMTQXKAbQrnwF9VortvuAf;0xad0d53cf033ab63dc72d653640766ee1d366cef6;0xb8cbbf78c7ad1cdf4ca0e111b35491f3bfe027ac;kaspa:mtqxkabqrnwf9vortvuafd653640766ee1d366cef60e111b35491f3bfe027ac;19.260.416,00
bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz;0xac08f21ef597a51865d69896f09b52472acde80d;0x56850a9f62905ee5930150ffafbb98b6aae37bd4;kaspa:djyrq4hlneevrmr0xe9kz69896f09b52472acde80d150ffafbb98b6aae37bd4;19.260.416,00
19yLTkx4jggSnjdiGkkhNwTjZUyY5T8kEA;0x6586ce3d543e0c57b347f0c3b9eeed2f132c104f;0xbe0eb53f46cd790cd13851d5eff43d12404d33e8;kaspa:jdigkkhnwtjzuyy5t8kea7f0c3b9eeed2f132c104f851d5eff43d12404d33e8;19.260.416,00
12T7nyMrAnd13UAMYCCJZ8Fw7PpMGPRFsi;0x3f4ac8d3e1414b5351e632391908177c012c65cc;0x430b19f04aa885afee205feef5dbf60429f1a9c2;kaspa:uamyccjz8fw7ppmgprfsi632391908177c012c65cc05feef5dbf60429f1a9c2;19.260.416,00
1CsAkAsjTTRAuRw39fRQj7pxKn3fjEuYsT;0xd6216fc19db775df9774a6e33526131da7d19a2c;0x006e2d523ec4ec1ad261fbbcd192659f0b35b975;kaspa:rw39frqj7pxkn3fjeuyst4a6e33526131da7d19a2c1fbbcd192659f0b35b975;19.260.416,00
13AiVabLoTcYTdaFcFYtpFFmCFagjiUwE2;0xbf4ed7b27f1d666546e30d74d50d173d20bca754;0x536d770b8c5e49fb3d4845afc2ad3aa752b01b62;kaspa:dafcfytpffmcfagjiuwe230d74d50d173d20bca754845afc2ad3aa752b01b62;19.260.416,00
1GBzbXJmcMjnDyTW2yKJFfeXUGicG1zpC4;0xb3764761e297d6f121e79c32a65829cd1ddb4d32;0xf815ffa6c2ef93affb64bbc3f2d8b61f1b45d350;kaspa:ytw2ykjffexugicg1zpc479c32a65829cd1ddb4d324bbc3f2d8b61f1b45d350;19.260.416,00
13TM7PLtf1Ujo9t9pk9RSyrv1ts119PNK5;0xb46427e2cddecb0bde40bf402361effddd4401e2;0x069ad4b0ada62ad6bf2688e6654827ab637530d5;kaspa:9t9pk9rsyrv1ts119pnk50bf402361effddd4401e2688e6654827ab637530d5;19.260.416,00
1GcPTDtNXuPghJU5qSGvkPQ99nhWrbQaYR;0x2fd56159f4c8664a1de5c75e430338cfa58cd5b9;0x36e908d4f0c49cdc30130840053e9aab8eabc7cf;kaspa:ju5qsgvkpq99nhwrbqayr5c75e430338cfa58cd5b930840053e9aab8eabc7cf;19.260.416,00
1GaSQcWg3R98qf5sTWetwjjMh6ehxj25Gp;0xc39cc669a548c661dfa6b5a1eeaa389d1ec53143;0x74b43b25395685927f8e5a87bcc6cb02e6af6da6;kaspa:f5stwetwjjmh6ehxj25gp6b5a1eeaa389d1ec53143e5a87bcc6cb02e6af6da6;19.260.416,00
1LjUYdf8mQk9DsrVvuPYeHyJKQq5V1MLsT;0x918fa381cb534677bad24afb29cb3c2acaf16385;0x3a4965738e1d642cc1eda3bc9284f66ec972294d;kaspa:srvvupyehyjkqq5v1mlst24afb29cb3c2acaf16385da3bc9284f66ec972294d;19.260.416,00
14ACC7ftHQS6guKJi3FCTEyCw94dHnRZjJ;0xd2b0b1daed605718080f861034d3241f1cfd89cb;0xdb2e9a3a222697b8c808fe04847bc5fdc43175f4;kaspa:ukji3fcteycw94dhnrzjjf861034d3241f1cfd89cb8fe04847bc5fdc43175f4;19.260.416,00
1MH8s3qc4F2GZNod1R43qeysSB2ssZCXb;0xfdfeb7474b6b104f32599948bb7f8ed81b06def3;0x55b69477c9fd86d5b40a2adc2fc69b372d0cc5eb;kaspa:znod1r43qeyssb2sszcxb99948bb7f8ed81b06def3a2adc2fc69b372d0cc5eb;19.260.416,00
18zuLTKQnLjp987LdxuYvjekYnNAvXif2b;0x0a8f6257ef3ed3efdd8dd18dd9294d3e333ad7fc;0x87b1acce6a1958e522233a737313c086551a5c76;kaspa:87ldxuyvjekynnavxif2bdd18dd9294d3e333ad7fc33a737313c086551a5c76;19.260.416,00
12d1e4x5oprNf7au7BrTryx5D5mGCrXLY5;0x7ced76dde9203a554df01cbb1ed0d17e9bce7524;0x682d748ad7156871ff01f1ab0f116ac17f8f340a;kaspa:7au7brtryx5d5mgcrxly501cbb1ed0d17e9bce75241f1ab0f116ac17f8f340a;19.260.416,00
3PWn1AGqo8HWH8mXSsxx1Ytk87zMAAziFU;0x10cad69cbd241d36ed8c6d83a9f30b380134d1bc;0x88db104745dae4297231476a62f6f8f9f7481e8d;kaspa:8mxssxx1ytk87zmaazifuc6d83a9f30b380134d1bc1476a62f6f8f9f7481e8d;19.260.416,00
198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi;0x92f71d08f5ee94a7bf40fab05beda3545b55ad2a;0xcec75f3af8b3b0904ba1aeb1f98337cd5350e17f;kaspa:re5nvntumyj5qkfy4g3hi0fab05beda3545b55ad2a1aeb1f98337cd5350e17f;19.260.416,00
18f6y4uWnLd7VPzfR2c1dMboihghXYHRH3;0x6b2069bde6b87d0f882abbdc6eb4fcbd0a90bb96;0xe0c88ebf917ac4b661d08307dfd83c48e7b8aa2b;kaspa:pzfr2c1dmboihghxyhrh3abbdc6eb4fcbd0a90bb9608307dfd83c48e7b8aa2b;19.260.416,00
1Lan1sQzYGViDZskUFmnitJvfejn2jYdNS;0xb3177d9873b7ac246874114d8760e66dc5e797cc;0xc20240109ad5da91e0efcd8009f9aeb6a41b930b;kaspa:zskufmnitjvfejn2jydns4114d8760e66dc5e797ccfcd8009f9aeb6a41b930b;19.260.416,00
17RmGC3i2dASQai3mP9iJLX3ZD9TBm2YQV;0x831c3720681096f276cb016b51a33433d7cb2faa;0x556603ee938a22a57157741fde2561951d415432;kaspa:ai3mp9ijlx3zd9tbm2yqvb016b51a33433d7cb2faa7741fde2561951d415432;19.260.416,00
1Fn4FSiHFr9SgbQ3ccsybN9f3RF1omst4x;0x1b7b5b4bed048d86976d7cf51d9c4ea24e20ade7;0x1a24a7d920eb6379c27187a5a1171d216f00b2a4;kaspa:bq3ccsybn9f3rf1omst4xd7cf51d9c4ea24e20ade7187a5a1171d216f00b2a4;19.260.416,00
1HGdi2AtuvBUcdTFe62sKd7ZAFzoG7iQLb;0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5;0x53bece50c629a5c910a5db2a63a8266fd985392f;kaspa:dtfe62skd7zafzog7iqlb9b1fe9e1daa0718270ed55db2a63a8266fd985392f;19.260.416,00
1NJdKoBkKQNg6aYL9HTKyQ5SgfjZQDz3y3;0x9aabd298b30d034f8c64f86aa25fc74b9f70930f;0xf10ffd1ce9a2f2c1907f30bb874d880a5fcc1b9f;kaspa:ayl9htkyq5sgfjzqdz3y34f86aa25fc74b9f70930ff30bb874d880a5fcc1b9f;19.260.416,00
12US3aeNibsxe7Lhascm4AmvGiTxwSdD4X;0xe27f62b70ab44d7fd1842dce66138a31940fa29a;0xc4920f5803553bdaa844ac9b9f54220fa9decabb;kaspa:7lhascm4amvgitxwsdd4x42dce66138a31940fa29a4ac9b9f54220fa9decabb;19.260.416,00
1FDzP5vQGMhCzeb9nH4AcUDnUbcHS22BMZ;0x755cdba6ae4f479f7164792b318b2a06c759833b;0x81d8068ff88bb058878017d2a613fd55936ff599;kaspa:eb9nh4acudnubchs22bmz4792b318b2a06c759833b017d2a613fd55936ff599;19.260.416,00
1Dr1pZDgpowHDGJrUNTithDL33TdriFMzE;0x28c6c06298d514db089934071355e5743bf21d60;0xff7f2207d6be0d46e05226fa0989703f9af92682;kaspa:gjruntithdl33tdrifmze934071355e5743bf21d60226fa0989703f9af92682;19.260.416,00
12mJZGPCWf5C2ap2dUdJiuGr8eWAvi6E5M;0x1f72b240b6fffceba07bdaa097cc7b216a643a0f;0x2909cdd43edcac43d569586b1bed70cdfd9d50f8;kaspa:ap2dudjiugr8ewavi6e5mbdaa097cc7b216a643a0f9586b1bed70cdfd9d50f8;19.260.416,00
16H2Fe9MgxZ1jXW3TaXbgWh3SJfwyxQUTp;0x3fd6b1e25200fdda352cbc911ffcd4308895a7d0;0xaa5c0f54722bc5a42321346d363a00a2de5a01bd;kaspa:xw3taxbgwh3sjfwyxqutpcbc911ffcd4308895a7d01346d363a00a2de5a01bd;19.260.416,00
1KoiNofDvcUrrVfxgqpRZixWXNXo6d2kfQ;0xd65d71e5ecccfcf72b84cad65370626e048d1b33;0x536b2025e1975da419a8bad66c34c5a16538d6f8;kaspa:vfxgqprzixwxnxo6d2kfq4cad65370626e048d1b338bad66c34c5a16538d6f8;19.260.416,00
1LRXrhZRLVTjGCPFphPsXZfeHesRigm59r;0x4e5fab20b7b83c6f557b20c820883eab0a0b343b;0x035ad0692c7d5f111a4013c9de041def50c777ad;kaspa:cpfphpsxzfehesrigm59rb20c820883eab0a0b343b013c9de041def50c777ad;19.260.416,00
1NQWCZqRYvANz3iX1Wnczpm277VEYvcAee;0x54cee0ef273d3d08ed120b0c561c0284a4c4490e;0xd9e2060aeb7a87b4327cea1c1d4f423d2819aff7;kaspa:3ix1wnczpm277veyvcaee20b0c561c0284a4c4490ecea1c1d4f423d2819aff7;19.260.416,00
1FrfmxAhYRNU9ebotDHP9FqLbe54QZVcfi;0xecef66258cc21cb742ac34c68375b311fd3f34cc;0x2fab7f72b4765606897f990c1f734e28eabd36d5;kaspa:ebotdhp9fqlbe54qzvcfic34c68375b311fd3f34ccf990c1f734e28eabd36d5;19.260.416,00
1FtHBKrYkDchMA1pwRTpYZ77TpfwSgh6iF;0x92cf9066c657b1f63a7a2dc37255b31be6ef1858;0x31f460806780f8ce2498fca548c50fa2c6754382;kaspa:a1pwrtpyz77tpfwsgh6ifa2dc37255b31be6ef18588fca548c50fa2c6754382;19.260.416,00
1JeTiSWo8pYWcNaTH4c3CfheAwVDYRoy1Q;0xc4d5b7c576edfbac20fa081cff79ec745193e207;0x0d0707963952f2fba59dd06f2b425ace40b492fe;kaspa:nath4c3cfheawvdyroy1qa081cff79ec745193e207dd06f2b425ace40b492fe;19.260.416,00
17wADqWPK8wZfpRmPkauviq2VDBmhm82rM;0xd548dd6ccc7a563346372fa0d8cef06e1683b0e3;0x4208a71f19f49e6d5f9db65e87d03343586137d2;kaspa:prmpkauviq2vdbmhm82rm72fa0d8cef06e1683b0e3db65e87d03343586137d2;19.260.416,00
1EUgoa25tkqMUYh7PXzDfqqNP5PtHKZmct;0xcaaad25746a0e04a3c7eff86422991b00fd3d76a;0x813bc3dc7fc8fd882d86f50df142cd797400397e;kaspa:yh7pxzdfqqnp5pthkzmcteff86422991b00fd3d76a6f50df142cd797400397e;19.260.416,00
1AfHER73jneZAEAHNiz5dBKnrzeWcMJM5i;0x1e143b2588705dfea63a17f2032ca123df995ce0;0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3;kaspa:eahniz5dbknrzewcmjm5ia17f2032ca123df995ce0f31ff0093eeb8c8add8d3;19.260.416,00
1NJdqNoC7uPh7MqQhyEynRn9htstEELZDn;0x4920f22b632bfaa40af8d39c31d9607809485952;0xe47eeb71b194fb65f83c4bdfd2eb7dc10fe0dea4;kaspa:mqqhyeynrn9htsteelzdn8d39c31d9607809485952c4bdfd2eb7dc10fe0dea4;19.260.416,00
1Ja7G9JJRw8w8WWnMzw7PwYehhiZmhESkC;0xad7f791974169973443c496eaa102f1a7842003d;0x17a30350771d02409046a683b18fe1c13ccfc4a8;kaspa:wwnmzw7pwyehhizmheskcc496eaa102f1a7842003d6a683b18fe1c13ccfc4a8;19.260.416,00
15TbabdR3FKJMpRxDeEetezWKGJwdGXbTY;0x47029dc4f3922706bf670d335c45550cff4f6a35;0x3f479013c0f660754609da8d94518a9c3701c61d;kaspa:prxdeeetezwkgjwdgxbty70d335c45550cff4f6a359da8d94518a9c3701c61d;19.260.416,00
1LuEe5Xkf1eA493SvsKwjPTS9RkW9JV9N2;0x3bc643a841915a267ee067b580bd802a66001c1d;0x310f733b477701a3f25a04cd5db480a8e83cd740;kaspa:93svskwjpts9rkw9jv9n2067b580bd802a66001c1da04cd5db480a8e83cd740;19.260.416,00
1PnsNtAqmHQKxyqKS843J9aegdJsXr5rpD;0xbf94f0ac752c739f623c463b5210a7fb2cbb420b;0x2e02ea60ece074bb879cdf4150791a8c03476c98;kaspa:yqks843j9aegdjsxr5rpdc463b5210a7fb2cbb420bcdf4150791a8c03476c98;19.260.416,00
1CptxmzfRyU2rF3VJ6q8wa2tkh3cm82p9P;0xa7efae728d2936e78bda97dc267687568dd593f3;0x2b3b37ab4da3f1ce83a1f306aac5730260f59c42;kaspa:f3vj6q8wa2tkh3cm82p9pa97dc267687568dd593f31f306aac5730260f59c42;19.260.416,00
1AXskHt4ZwVZLonZV8BMDxh4V65ec41KMJ;0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840;0xa591ee94e53ce82c57e07fab113694c6cdd7d012;kaspa:onzv8bmdxh4v65ec41kmjff2bcafdb6d2eedf6484007fab113694c6cdd7d012;19.260.416,00
1JnfbQerGjFHVq28945y1bhoUHpn6vKM9v;0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419;0x4b3b4120d4d7975455d8c2894228789c91a247f8;kaspa:q28945y1bhouhpn6vkm9vfe56e7714fb4efe48d4198c2894228789c91a247f8;19.260.416,00
1BcAtWddaU1jHWgQvM7dpM5SefoVgUHEuC;0x282edab8a933bc1c02649fe3ea2842ecbe9928a7;0xf0bab73ca8a0312b0cfa689bfd114c236240c270;kaspa:wgqvm7dpm5sefovguheuc49fe3ea2842ecbe9928a7a689bfd114c236240c270;19.260.416,00
bc1qldw545vvjnsnc9mz0te4xaveyemr48t4y0gtg6;0x1e2fcfd26d36183f1a5d90f0e6296915b02bcb40;0x1157a2076b9bb22a85cc2c162f20fab3898f4101;kaspa:te4xaveyemr48t4y0gtg6d90f0e6296915b02bcb40c2c162f20fab3898f4101;19.260.416,00
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX;0xec6a76e74b9a5ad49eda0aa63b91c2c53cb65a9c;0x21f7677bf1aac28d56e960dc7bff0de74a67dd97;kaspa:nvr6uw6jqzlwq3n1hu6rxa0aa63b91c2c53cb65a9c960dc7bff0de74a67dd97;19.260.416,00
bc1qm6q8tgml3cr9gpx63a5jqtj2dxlsyz4q3ghjlf;0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3;0x0480b924a6f1018863e318af33c15f01619b7f2f;kaspa:a5jqtj2dxlsyz4q3ghjlfd4da2e3df6a56ca4131f3318af33c15f01619b7f2f;19.260.416,00
3GPAWK5aUB5Ve9akvTzZgp69USjgbhFbay;0x7d6149ad9a573a6e2ca6ebf7d4897c1b766841b4;0xfa500178de024bf43cfa69b7e636a28ab68f2741;kaspa:9akvtzzgp69usjgbhfbay6ebf7d4897c1b766841b4a69b7e636a28ab68f2741;19.260.416,00
1B4U28Yc1JmSQbpzzSfavEskTPMvBRphyD;0x17e5545b11b468072283cee1f066a059fb0dbf24;0x97b9d2102a9a65a26e1ee82d59e42d1b73b68689;kaspa:bpzzsfavesktpmvbrphyd3cee1f066a059fb0dbf24ee82d59e42d1b73b68689;19.260.416,00
bc1qe75775tzuvspl59cw77ycc472jl0sgue69x3up;0xe4f4866437513e7e023fb3933ba43045312b7459;0x0bc88194e8541c9939fca547b82d03534804e588;kaspa:77ycc472jl0sgue69x3upfb3933ba43045312b7459ca547b82d03534804e588;19.260.416,00
19dNe9Xg6JWvszgU3NuM6TNd2wHmANPbHB;0x52e86988bd07447c596e9b0c7765f8500113104c;0x7694399cba11469fdbba450917f0dec53b1fdf44;kaspa:zgu3num6tnd2whmanpbhbe9b0c7765f8500113104ca450917f0dec53b1fdf44;19.260.416,00
bc1qvy0sp8cdj3cv2wwh05scucxw6vxqpdlhfjvqn8;0x1342a001544b8b7ae4a5d374e33114c66d78bd5f;0x5c83f38fecccb5745ded87f4a17281c7640b47fb;kaspa:5scucxw6vxqpdlhfjvqn85d374e33114c66d78bd5fd87f4a17281c7640b47fb;19.260.416,00
3CG73de45sR9cYLFAkzF6peRai1Q44R923;0xd4914762f9bd566bd0882b71af5439c0476d2ff6;0x74ab4929d870b0a3a09b6f3ef0f79a658b31690e;kaspa:ylfakzf6perai1q44r92382b71af5439c0476d2ff6b6f3ef0f79a658b31690e;19.260.416,00
